"Preprint Server","Preprint DOI","Latest Version","Date of Latest Version","Title","Byline","Publication DOI","Status","Assessors"
"medRxiv","10.1101/2020.06.30.20142570","1","01/07/2020","Phase 1/2 Study to Describe the Safety and Immunogenicity of a COVID-19 RNA Vaccine Candidate (BNT162b1) in Adults 18 to 55 Years of Age: Interim Report","Mulligan, M. J.; Lyke, K. E.; Kitchin, N.; Absalon, J.; Gurtman, A.; Lockhart, S. P.; Neuzil, K.; Raabe, V.; Bailey, R.; Swanson, K. A.; Li, P.; Koury, K.; Kalina, W.; Cooper, D.; Fonter-Garfias, C.; Shi, P.-Y.; Tuereci, O.; Tompkins, K. R.; Walsh, E. E.; Frenck, R.; Falsey, A. R.; Dormitzer, P. R.; Gruber, W. C.; Sahin, U.; Jansen, K. U.","10.1038/s41586-020-03098-3, 10.1038/s41586-020-2639-4","publishaheadofprint","CRESS, GC, medRxiv"
"medRxiv","10.1101/2020.06.24.20134288","1","30/06/2020","A retrospective study evaluating efficacy and safety of compassionate use of tocilizumab in 13 patients with severe-to-critically ill COVID-19: analysis of well-responding cases and rapidly-worsening cases after tocilizumab administration","Hashimoto, S.; Kitajima, H.; Arai, T.; Tamura, Y.; Nagai, T.; Morishita, H.; Matsuoka, H.; Han, Y.; Minamoto, S.; Hirashima, T.; Yamada, T.; Kashiwa, Y.; Kameda, M.; Yamaguchi, S.; Uno, K.; Nakayama, E.; Shioda, T.; Yoshizaki, K.; Kang, S.; Kishimoto, T.; Tanaka, T.","10.3389/fmed.2021.734838","publishaheadofprint","medRxiv"
"medRxiv","10.1101/2020.06.22.20134957","2","29/06/2020","Effects of Anticoagulants and Corticosteroids therapy in patients affected by severe COVID-19 Pneumonia","Ghalilah, K. M.; Sabir, A. M.; Alvi, I. A.; Alharbi, M.; Basabrain, A.; Aljundi, M.; Almohammadi, G.; Almuairfi, Z.; Alharbi, R.","10.9734/jpri/2021/v33i43a32513","publishaheadofprint","CRESS, medRxiv"
"Research Square","10.21203/rs.3.rs-38896/v1","1","29/06/2020","A Randomized Trial of Ivermectin-Doxycycline and Hydroxychloroquine-Azithromycin therapy on COVID19 patients.","Chowdhury, Abu Taiub Mohammed Mohiuddin; Shahbaz, Mohammad; Karim, Md Rezaul; Islam, Johirul; Guo, Dan; He, Shuixiang","10.14744/ejmo.2021.16263","initial deposit","CRESS, crossref"
"medRxiv","10.1101/2020.06.26.20056507","1","29/06/2020","Chronic treatment with hydroxychloroquine and SARS-CoV-2 infection.","Ferreira, A.; Oliveira-e-Silva, A.; Bettencourt, P.","10.1002/jmv.26286","publishaheadofprint","CRESS, crossref, medRxiv"
"medRxiv","10.1101/2020.06.24.20139386","1","29/06/2020","Electrocardiographic safety of daily Hydroxychloroquine 400mg plus Azithromycin 250mg as an ambulatory treatment for COVID-19 patients in Cameroon.","Mfeukeu Kuate, L.; Ngatchou, W.; Temgoua, M. N.; Kouanfack, C.; Lemogoum, D.; Noutakdie Tochie, J.; Zemsi, A.; Fomete, L.; Lekelem, S.; Zemsi, S.; Tambekou Sobngwi, J.; Ntandzi, T.; Ngongang Ouankou, C.; Wasnyo, Y.; Ntsama Assiga, A.; Nkeck, J. R.; Musa Jingi, A.; Guewo, M.; Pefura Yone, E. W.; Omgba Moussi, C.; Owono Etoundi, P.; Yombi, J. C.; Menanga, A. P.; Kingue, S.; Ze Minkande, J.; Mbanya, J. C.; Ongolo Zogo, P. C.; Fouda, P. J.; Sobngwi, E.","10.4236/wjcd.2021.112012","publishaheadofprint","CRESS, medRxiv"
"medRxiv","10.1101/2020.06.24.20121905","2","29/06/2020","The therapeutic effectiveness of Convalescent plasma therapy on treating COVID-19 patients residing in respiratory care units in hospitals in Baghdad, Iraq","Rasheed, A. M.; Ftak, D. F.; Hashim, H. A.; Maulood, M. F.; Kabah, K. K.; Almusawi, Y. A.; Abdulamir, A. S.","10.0000/no_doi/https://pubmed.ncbi.nlm.nih.gov/32920571/","publishaheadofprint","CRESS"
"medRxiv","10.1101/2020.06.22.20133413","1","26/06/2020","Tocilizumab and steroid treatment in patients with severe Covid-19 pneumonia.","Mikulska, M.; Nicolini, L. A.; Signori, A.; Di Biagio, A.; Sepulcri, C.; Russo, C.; Dettori, S.; Berruti, M.; Sormani, M. P.; Giacobbe, D. R.; Vena, A.; De Maria, A.; Dentone, C.; Taramasso, L.; Mirabella, M.; Magnasco, L.; Mora, S.; Delfino, E.; Toscanini, F.; Balletto, E.; Alessandrini, A. I.; Baldi, F.; Briano, F.; Camera, M.; Dodi, F.; Ferrazin, A.; Labate, L.; Mazzarello, G.; Pincino, R.; Portunato, F.; Tutino, S.; Barisione, E.; Bruzzone, B.; Orsi, A.; Schenone, E.; Rosseti, N.; Sasso, E.; Da Rin, G.; Pelosi, P.; Beltramini, S.; Giacomini, M.; Icardi, G.; Gratarola, A.; Bassetti, M.","10.1371/journal.pone.0237831","publishaheadofprint","CRESS, crossref, medRxiv"
"medRxiv","10.1101/2020.06.24.20129817","1","26/06/2020","Influenza Vaccination and COVID19 Mortality in the USA","Zanettini, C.; Omar, M.; Dinalankara, W.; Imada, E. L.; Colantuoni, E.; Parmigiani, G.; Marchionni, L.","10.3390/vaccines9050427","publishaheadofprint","CRESS, crossref, medRxiv"
"medRxiv","10.1101/2020.06.23.20134072","1","26/06/2020","Treatment of ARDS and hyperinflammation in COVID-19 with IL-6 antagonist Tocilizumab: a tertiary care experience from Pakistan","Nasir, N.; Mahmood, S. F.; Habib, K.; Khanum, I.; Jamil, B.","10.7759/cureus.12290","publishaheadofprint","CRESS"
"Research Square","10.21203/rs.3.rs-37925/v1","1","25/06/2020","A Randomized Controlled Study of Muscle Training Exercise Based Pulmonary Rehabilitation on Activity of Daily Living in Patients with Coronavirus Disease 2019","Zhao, Zhiling; Wang, Feng; Wang, Xue; Li, Xiunan; Ren, Yi; Wang, Fen; Liu, Shi; Chang, Dandan; Zhang, Xinglu; Lu, Yong; Tang, Ziren; Zhang, Jianchu","-","initial deposit","-"
"SSRN Electronic Journal","10.2139/ssrn.3615299","1","25/06/2020","Entrepreneur Debt Aversion and the Effectiveness of SME Support Programs: Evidence from the COVID-19 Pandemic","Paaso, Mikael; Pursiainen, Vesa; Torstila, Sami","-","initial deposit","-"
"medRxiv","10.1101/2020.06.21.20136788","1","24/06/2020","Does Biological Therapy Protect against Severe COVID-19?","Mazzucchelli, R.; Almodovar-Gonzalez, R.; Crespi-Villarias, N.; Garcia-Zamora, E.; Perez-Fernandez, E.; Quiros-Donate, J.; Perez-Encinas, M.; Sanmartin-Fenollera, P.; Velasco-Arribas, M.; Lopez-Serrano, P.; Perez-Calle, J. l.; Fernandez-Rodriguez, C.; Lopez-Estebaranz, J. L.; Zarco-Montejo, P.","-","publishaheadofprint","-"
"medRxiv","10.1101/2020.06.24.20138768","3","24/06/2020","A Randomised Trial of Covid-19 Transmission in Training Facilities","TRAiN study group,  ; Bretthauer, M.","-","publishaheadofprint","-"
"medRxiv","10.1101/2020.06.23.20137471","2","24/06/2020","Initial experience with short-course corticosteroids in a small cohort of adults with severe COVID-19 in a tertiary care hospital in India","Jha, S.; Shetty, K.; Vadi, S.; Phadtare, S.; Kothari, V.; Raut, A.; Shah, S.; Bhargava, P.; Singhal, T.","-","publishaheadofprint","-"
"medRxiv","10.1101/2020.06.19.20109173","2","23/06/2020","Short-Term Corticosteroids in SARS-CoV2 Patients: Hospitalists' Perspective","Selvaraj, V.; Dapaah-Afriyie, K.; Finn, A.; Flanigan, T.","10.0000/no_doi/https://pubmed.ncbi.nlm.nih.gov/32570995/","publishaheadofprint","CRESS"
"medRxiv","10.1101/2020.06.23.20137992","1","23/06/2020","Hydroxychloroquine serum concentrations in non-critical care patients infected with SARS CoV 2","MacGowan, A. P.; Hamilton, F.; Bayliss, M.; Read, L.; Attwood, M.; Noel, A.; Grier, S.; Morley, A.; Arnold, D.; maskell, N.","10.1016/j.jgar.2020.12.018","publishaheadofprint","CRESS, medRxiv"
"medRxiv","10.1101/2020.06.22.20137802","1","23/06/2020","BCG vaccination in infancy does not protect against COVID-19. Evidence from a natural experiment in Sweden.","de Chaisemartin, C.; de Chaisemartin, L.","10.1093/cid/ciaa1223","publishaheadofprint","CRESS, crossref, medRxiv"
"medRxiv","10.1101/2020.06.20.20099010","1","23/06/2020","Compassionate Use of Opaganib For Patients with Severe COVID-19","Kurd, R.; Ben-Chetrit, E.; Karameh, H.; Bar-Meir, M.","10.16966/2473-1846.159","publishaheadofprint","CRESS, medRxiv"
"medRxiv","10.1101/2020.06.19.20135830","1","22/06/2020","Hospitalized COVID-19 patients treated with Convalescent Plasma in a mid-size city in the midwest","Hartman, W.; Hess, A. S.; Connor, J. P.","10.1186/s41231-020-00068-9","publishaheadofprint","CRESS, crossref, medRxiv"
"medRxiv","10.1101/2020.06.22.20137273","1","22/06/2020","Effect of Dexamethasone in Hospitalized Patients with COVID-19: Preliminary Report","Horby, P.; Lim, W. S.; Emberson, J.; Mafham, M.; Bell, J.; Linsell, L.; Staplin, N.; Brightling, C.; Ustianowski, A.; Elmahi, E.; Prudon, B.; Green, C.; Felton, T.; Chadwick, D.; Rege, K.; Fegan, C.; Chappell, L. C.; Faust, S. N.; Jaki, T.; Jeffery, K.; Montgomery, A.; Rowan, K.; Juszczak, E.; Baillie, J. K.; Haynes, R.; Landray, M. J.; RECOVERY Collaborative Group,  ","10.1056/nejmoa2021436","publishaheadofprint","CRESS, medRxiv"
"medRxiv","10.1101/2020.06.19.20136093","1","22/06/2020","Efficacy and safety of chloroquine or hydroxychloroquine in moderate type of COVID-19: a prospective open-label randomized controlled study","Chen, L.; Zhang, Z.-y.; Fu, J.-g.; Feng, Z.-p.; Zhang, S.-Z.; Han, Q.-Y.; Zhang, X.-b.; Xiao, X.; Chen, H.-M.; Liu, L.-L.; Chen, X.-L.; Lan, Y.-P.; Zhong, D.-J.; Hu, L.; Wang, J.-H.; Yu, X.-H.; She, D.-Y.; Zhu, Y.-H.; Yin, Z.-Y.","-","publishaheadofprint","-"
"medRxiv","10.1101/2020.06.17.20134031","2","20/06/2020","Prolonged low-dose methylprednisolone in patients with severe COVID-19 pneumonia","Salton, F.; Confalonieri, P.; Santus, P.; Harari, S.; Scala, R.; Lanini, S.; Vertui, V.; Oggionni, T.; Caminati, A.; Patruno, V.; Tamburrini, M.; Scartabellati, A.; Parati, M.; Villani, M.; Radovanovic, D.; Tomassetti, S.; Ravaglia, C.; Poletti, V.; Vianello, A.; Gaccione, A. T.; Guidelli, L.; Raccanelli, R.; Lacedonia, D.; Lucernoni, P.; Foschino Barbaro, M. P.; Centanni, S.; Mondoni, M.; Davi, M.; Fantin, A.; Cao, X.; Torelli, L.; Zucchetto, A.; Montico, M.; Casarin, A.; Romagnoli, M.; Gasparini, S.; Bonifazi, M.; D'Agaro, P.; Marcello, A.; Licastro, D.; Ruaro, B.; Volpe, M. C.; Umberger, R.","10.1093/ofid/ofaa421","publishaheadofprint","CRESS, crossref, medRxiv"
"medRxiv","10.1101/2020.06.15.20132308","1","19/06/2020","Trace, Quarantine, Test, Isolate and Treat: A Kerala Model of Covid-19 Response","KM, S.; T, M.; AP, M. R.; K, A.","-","publishaheadofprint","-"
"Research Square","10.21203/rs.3.rs-36980/v1","1","19/06/2020","The effect of online multimedia psychoeducational interventions on the perceived stress and resilience of hospitalized patients with COVID-19: a quasi-experimental study","Shaygan, Maryam; Yazdani, Zahra; Valibeigi, Adib","10.1186/s12888-021-03085-6","initial deposit","CRESS, crossref"
"medRxiv","10.1101/2020.06.17.20133843","1","19/06/2020","Assessing the effect of global travel and contact reductions to mitigate the COVID-19 pandemic and resurgence","Lai, S.; Ruktanonchai, N. W.; Carioli, A.; Ruktanonchai, C.; Floyd, J.; Prosper, O.; Zhang, C.; Du, X.; Yang, W.; Tatem, A. J.","10.1016/j.eng.2021.03.017","publishaheadofprint","CRESS"
"medRxiv","10.1101/2020.06.16.20133066","1","19/06/2020","Effect of hydroxychloroquine on SARS-CoV-2 viral load in patients with COVID-19","Faico-Filho, K. S.; Conte, D. D.; Souza Luna, L. K.; Carvalho, J. M. A.; Perosa, A. H. S.; Bellei, N.","10.1007/s42770-020-00395-x","publishaheadofprint","CRESS"
"medRxiv","10.1101/2020.06.16.20132597","1","19/06/2020","Hydroxychloroquine with or without azithromycin and in-hospital mortality or discharge in patients hospitalized for COVID-19 infection: a cohort study of 4,642 in-patients in France","Sbidian, E.; Josse, J.; Lemaitre, G.; Mayer, I.; Bernaux, M.; Gramfort, A.; Lapidus, N.; Paris, N.; Neuraz, A.; Lerner, I.; Garcelon, N.; Rance, B.; Grisel, O.; Moreau, T.; Bellamine, A.; Wolkenstein, P.; Varoquaux, G.; Caumes, E.; Lavielle, M.; Mekontso Dessap, A.; Audureau, E.","-","publishaheadofprint","-"
"medRxiv","10.1101/2020.06.16.20133181","1","18/06/2020","Limited Role for Antibiotics in COVID-19: Scarce Evidence of Bacterial Coinfection","Wei, W.; Ortwine, J. K.; Mang, N. S.; Joseph, C.; Hall, B. C.; Prokesch, B. C.","-","publishaheadofprint","-"
"medRxiv","10.1101/2020.06.17.20133579","1","18/06/2020","GLUCOCOVID: A controlled trial of methylprednisolone in adults hospitalized with COVID-19 pneumonia","Corral, L.; Bahamonde, A.; Arnaiz delas Revillas, F.; Gomez-Barquero, J.; Abadia-Otero, J.; Garcia-Ibarbia, C.; Mora, V.; cerezo-hernandez, A.; Hernandez, J. L.; Lopez-Muniz, G.; Hernandez-Blanco, F.; Cifrian, J. M.; Olmos, J. M.; Carrascosa, M.; farinas, m. C.; Riancho, J. A.; Glucocovid investigators,  ","10.1007/s00508-020-01805-8","publishaheadofprint","CRESS, medRxiv"
"medRxiv","10.1101/2020.06.17.20133520","1","18/06/2020","Effect of evacuation of Japanese residents from Wuhan, China, on preventing transmission of novel coronavirus infection: a modelling study","Asai, Y.; Tsuzuki, S.; Kutsuna, S.; Hayakawa, K.; Ohmagari, N.","10.1016/j.jiac.2020.12.011","publishaheadofprint","CRESS, crossref, medRxiv"
"medRxiv","10.1101/2020.06.16.20133280","1","18/06/2020","The effectiveness of interventions to reduce COVID-19 transmission in a large urban jail","Malloy, G. S. P.; Puglisi, L.; Brandeau, M. L.; Harvey, T. D.; Wang, E. A.","10.1136/bmjopen-2020-042898","publishaheadofprint","CRESS, medRxiv"
"medRxiv","10.1101/2020.06.11.20127019","2","16/06/2020","Assessment of Early Mitigation Measures Against COVID-19 in Puerto Rico: March 15-May 15, 2020","Valencia, M.; Becerra, J. E.; Reyes, J. C.; Castro, K. G.","10.1371/journal.pone.0240013","publishaheadofprint","CRESS, crossref, medRxiv"
"medRxiv","10.1101/2020.06.14.20131268","2","16/06/2020","Explore the Possible Impact of BCG Vaccination Policy on the Morbidity, Mortality, and Recovery Rates due to COVID-19 Infection.","Chang, C.-H.; Chang, Y.-C.","-","publishaheadofprint","-"
"medRxiv","10.1101/2020.06.14.20131177","1","16/06/2020","Long time frames to detect the impact of changing COVID-19 control measures","Stockdale, J. E.; Doig, R.; Min, J.; Mulberry, N.; Wang, L.; Elliott, L. T.; Colijn, C.","10.2807/1560-7917.es.2021.26.40.2001204","publishaheadofprint","CRESS, medRxiv"
"medRxiv","10.1101/2020.06.14.20130880","1","16/06/2020","Predictors of CPAP outcome in hospitalised COVID-19 patients","Ahmed, Y. N.; Gokaraju, S.; Powrie, D.; Amran, D.; El Sayed, I.; Roshdy, A.","10.1111/resp.13964","publishaheadofprint","CRESS"
"medRxiv","10.1101/2020.06.13.20130088","1","16/06/2020","Compassionate Use of Tocilizumab in Severe SARS-CoV2 Pneumonia. When late administration is too late.","Gorgolas, M.; Cabello, A.; Prieto Perez, L.; Villar Alvarez, F.; Alvarez Alvarez, B.; Rodriguez Nieto, M. J.; Carrillo Acosta, I.; Fernandez Ormaechea, I.; Al-Hayani, A.; Carballosa, P.; Calpena Martinez, S.; Ezzine de Blas, F.; Castellanos Gonzalez, M.; Naya Prieto, A.; Lopez de las Heras, M.; Rodriguez Guzman, M. J.; Cordero Guijarro, A.; Broncano Lavado, A.; Macias Valcayo, A.; Martin Garcia, M.; Becares Martinez, J.; Fernandez Roblas, R.; Piris Pinilla, M. A.; Fortes Alen, J.; Sanchez Pernaute, O.; Romero Bueno, F.; Heili Frades, S.; Peces Barba Romero, G.","10.1016/j.ijid.2020.10.045","publishaheadofprint","CRESS, medRxiv"
"medRxiv","10.1101/2020.06.05.20123299","1","12/06/2020","Early administration of lopinavir/ritonavir plus hydroxychloroquine does not alter the clinical course of SARS-CoV-2 infection: a retrospective cohort study.","Giacomelli, A.; Pagani, G.; Ridolfo, A. L.; Oreni, A.; Conti, F.; Pezzati, L.; Bradanini, L.; Casalini, G.; Passerini, S.; Torre, A.; Cohen, M.; Gubertini, G.; Rizzardini, G.; Cogliati, C.; Ceriani, E.; Colombo, R.; Rusconi, S.; Gervasoni, C.; Cattaneo, D.; Antinori, S.; Galli, M.","10.1002/jmv.26407","publishaheadofprint","CRESS, crossref, medRxiv"
"medRxiv","10.1101/2020.06.12.20122374","1","12/06/2020","Temporal clinical and laboratory response to interleukin-6 receptor blockade with Tocilizumab in 89 hospitalized patients with COVID-19 pneumonia","Formina, D. S.; Lysenko, M. A.; Beloglazova, I. P.; Mutinova, z. Y.; Poteshkina, N. G.; Samsonova, I. V.; Kruglova, T. S.; Chernov, A. A.; Karaulov, A. V.; Lederman, M. M.","10.20411/pai.v5i1.392","publishaheadofprint","CRESS, crossref, medRxiv"
"medRxiv","10.1101/2020.06.11.20128900","4","12/06/2020","Associations between mask-wearing, handwashing, and social distancing practices and risk of COVID-19 infection in public: a case-control study in Thailand","Doung-ngern, P.; Suphanchaimat, R.; Panjagampatthana, A.; Janekrongtham, C.; Ruampoom, D.; Daochaeng, N.; Eungkanit, N.; Pisitpayat, N.; Srisong, N.; Yasopa, O.; Plernprom, P.; Promduangsi, P.; Kumphon, P.; Suangtho, P.; Watakulsin, P.; Chaiya, S.; Kripattanapong, S.; Chantian, T.; Bloss, E.; Namwat, C.; Limmathurotsakul, D.","10.3201/eid2611.203003","publishaheadofprint","CRESS, crossref, medRxiv"
"medRxiv","10.1101/2020.06.11.20128892","1","12/06/2020","The global viralization of policies to contain the spreading of the COVID-19 pandemic: analyses of school closures and first reported cases.","Nazif-Munoz, J. I.; Oulhote, Y.; Pena, S.","10.1371/journal.pone.0248828","publishaheadofprint","CRESS, crossref, medRxiv"
"medRxiv","10.1101/2020.06.11.20128520","1","12/06/2020","COVID-19 pandemic-related lockdown: response time is more important than its strictness","Loewenthal, G.; Abadi, S.; Avram, O.; Halabi, K.; Ecker, N.; Nagar, N.; Mayrose, I.; Pupko, T.","10.15252/emmm.202013171","publishaheadofprint","CRESS, crossref, medRxiv"
"medRxiv","10.1101/2020.06.11.20126359","1","12/06/2020","Chemoprophylaxis of COVID-19 with hydroxychloroquine: Astudy of health care workers attitude, adherence to regimeand side effects","Bhattacharyya, D.; Raizada, N.; Nagappa, B.; Tomar, A.; Maurya, P.; Chaudhary, A.; George, M.; Katiyal, D.; Rajora, S.; Singh, N.","-","publishaheadofprint","-"
"medRxiv","10.1101/2020.06.10.20127589","1","12/06/2020","Effect of social distancing on COVID-19 incidence and mortality in the US","VoPham, T.; Weaver, M. D.; Hart, J. E.; Ton, M.; White, E.; Newcomb, P. A.","10.3390/ijerph18094680","publishaheadofprint","CRESS"
"medRxiv","10.1101/2020.06.10.20115543","1","12/06/2020","Evaluation of 30-day mortality for 500 patients undergoing non-emergency surgery in a COVID-19 cold site within a multicentre regional surgical network during the COVID-19 pandemic","Kasivisvanathan, V.; Lindsay, J.; Rakhshani-moghadam, S.; Elhamshary, A.; Kapriniotis, K.; Kazantzis, G.; Syed, B.; Hines, J.; Bex, A.; Heffernan Ho, D.; Hayward, M.; Bhan, C.; MacDonald, N.; Clarke, S.; Walker, D.; Bellingan, G.; Moore, J.; Rohn, J.; Muneer, A.; Roberts, L.; Haddad, F.; Kelly, J. D.","10.1016/j.ijsu.2020.10.019","publishaheadofprint","CRESS"
"medRxiv","10.1101/2020.06.10.20101105","1","12/06/2020","A short therapeutic regimen based on hydroxychloroquine plus azithromycin for the treatment of COVID-19 in patients with non-severe disease. A strategy associated with a reduction in hospital admissions and complications.","Oteo, J. A.; Marco, P.; Ponce de Leon, L.; Roncero, A.; Lobera, T.; Lisa, V.","-","publishaheadofprint","-"
"medRxiv","10.1101/2020.06.09.20116806","3","12/06/2020","Pre exposure Hydroxychloroquine use is associated with reduced COVID19 risk in healthcare workers - a Retrospective cohort","Bhattacharya, R.; Chowdhury, S.; Mukherjee, R.; Nandi, A.; Kulshrestha, M.; Ghosh, R.; Saha, S.","10.18203/2320-6012.ijrms20205444","publishaheadofprint","CRESS, crossref, medRxiv"
"medRxiv","10.1101/2020.06.08.20125542","2","12/06/2020","Covid-19 vs BCG: Statistical Significance Analysis","Dolgikh, S.","10.28991/scimedj-2021-03-si-8","publishaheadofprint","CRESS, medRxiv"
"medRxiv","10.1101/2020.06.08.20125369","2","12/06/2020","First Clinical Use of Lenzilumab to Neutralize GM-CSF in Patients with Severe COVID-19 Pneumonia","Temesgen, Z.; Assi, M.; Vergidis, P.; Rizza, S. A.; Bauer, P. R.; Pickering, B. W.; Razonable, R. R.; Libertin, C. R.; Burger, C. D.; Orenstein, R.; Vargas, H. E.; Varatharaj Palraj, B. R.; Dababneh, A. S.; Chappell, G.; Chappell, D.; Ahmed, O.; Sakemura, R.; Durrant, C.; Kenderian, S. S.; Badley, A.","10.1016/j.mayocp.2020.08.038, 10.1016/j.mayocp.2020.12.029","publishaheadofprint","CRESS, GC, medRxiv"
"medRxiv","10.1101/2020.06.09.20125831","1","11/06/2020","Estimation of effects of contact tracing and mask adoption on COVID-19 transmission in San Francisco: a modeling study","Worden, L.; Wannier, R.; Blumberg, S.; Ge, A. Y.; Rutherford, G. W.; Porco, T. C.","-","publishaheadofprint","-"
"medRxiv","10.1101/2020.06.10.20126870","3","11/06/2020","Adaptive time-dependent priors and Bayesian inference to evaluate SARS-CoV-2 public health measures validated on 31 countries","Turbe, H.; Bjelogrlic, M.; Robert, A.; Gaudet-Blavignac, C.; Goldman, J.-P.; Lovis, C.","10.3389/fpubh.2020.583401","publishaheadofprint","CRESS, medRxiv"
